职位,工资,经验,学历,公司规模
Node.js开发工程师,10k-15k,3-5年,本科,15-50人
前端工程师,9k-18k,5-10年,本科,50-150人
大数据开发工程师,18k-36k,1-3年,本科,50-150人
中高级软件测试工程师,8k-13k,3-5年,本科,150-500人
运维工程师,6k-10k,1-3年,本科,50-150人
测试开发工程师,10k-20k,3-5年,本科,150-500人
在线编程老师,7k-12k,不限,本科,150-500人
资深互联网运维工程师,10k-20k,3-5年,大专,50-150人
自动化测试工程师,6k-12k,5-10年,不限,15-50人
大数据开发工程师 - 机器学习方向,20k-40k,不限,本科,2000人以上
中高级JAVA开发工程师,8k-14k,3-5年,本科,150-500人
高级软件支持工程师,6k-10k,3-5年,本科,150-500人
数据工程师,7k-12k,1-3年,本科,500-2000人
数据分析师,15k-25k,3-5年,本科,50-150人
金融工程研究员,10k-20k,3-5年,硕士,500-2000人
大数据开发工程师,10k-20k,3-5年,大专,500-2000人
高级\资深算法工程师,20k-40k,3-5年,本科,2000人以上
资深后台开发工程师,25k-45k,3-5年,本科,50-150人
GO开发工程师,8k-16k,3-5年,本科,50-150人
php高级开发工程师,13k-20k,5-10年,大专,50-150人
文本挖掘/自然语言处理实习生,4k-6k,不限,本科,50-150人
NLP-算法工程师,20K-40K,5-10年,本科,2000人以上
数据库研发工程师,10k-15k,3-5年,本科,50-150人
后端开发工程师,15k-30k,1-3年,本科,500-2000人
算法工程师,20k-40k,3-5年,硕士,2000人以上
高级测试工程师,10k-20k,3-5年,本科,500-2000人
C++开发工程师,15K-30K,不限,本科,2000人以上
中级测试工程师,4k-8k,1-3年,本科,150-500人
php高级开发工程师,13k-20k,5-10年,大专,50-150人
技术支持工程师-武汉,8k-15k,3-5年,本科,150-500人
初级数据开发工程师,7k-14k,1年以下,本科,50-150人
网络运维工程师,5k-10k,3-5年,不限,500-2000人
技术经理(J10264),13k-26k,5-10年,本科,500-2000人
前端开发工程师,8k-15k,3-5年,大专,50-150人
高级测试工程师,12k-24k,3-5年,本科,2000人以上
测试经理,8k-12k,5-10年,本科,150-500人
数据分析师,8k-10k,1-3年,大专,2000人以上
后台开发工程师,10k-20k,3-5年,本科,50-150人
游戏服务器开发,12k-24k,1-3年,本科,50-150人
测试开发工程师（手机客户端方向）,15k-30k,3-5年,本科,2000人以上
高级测试工程师,7k-10k,3-5年,本科,150-500人
数据分析师,8k-12k,不限,本科,500-2000人
感知工程师（视觉）,12k-24k,不限,本科,500-2000人
测试工程师,6k-10k,3-5年,本科,500-2000人
BI总监,20k-40k,5-10年,本科,50-150人
DBA,15k-30k,3-5年,本科,50-150人
数据库开发工程师,14k-28k,3-5年,本科,50-150人
全栈开发工程师(J10077),8k-12k,3-5年,不限,500-2000人
前端工程师,6k-10k,3-5年,本科,50-150人
大数据开发,15k-25k,5-10年,本科,150-500人
自动化测试,6k-10k,1-3年,本科,2000人以上
前端开发工程师,6k-12k,3-5年,本科,15-50人
资深运维开发工程师,10k-20k,5-10年,本科,50-150人
大数据架构师,15k-25k,5-10年,本科,500-2000人
测试开发工程师,12k-24k,3-5年,本科,2000人以上
测试工程师,4k-8k,1年以下,本科,2000人以上
算法工程师,15k-25k,1-3年,硕士,15-50人
Golang开发,4k-6k,不限,大专,15-50人
性能测试工程师,7k-9k,1-3年,大专,150-500人
腾讯语音算法实习生,4k-8k,应届毕业生,本科,2000人以上
系统架构师,26k-36k,5-10年,本科,150-500人
技术美术（程序）,10k-15k,1-3年,本科,2000人以上
测试经理,10k-20k,3-5年,本科,150-500人
PHP初级开发工程师,5k-8k,1-3年,大专,50-150人
自然语言处理工程师,12k-20k,1-3年,本科,2000人以上
数据库研发工程师,6k-12k,3-5年,本科,150-500人
高级测试工程师,7k-12k,3-5年,本科,150-500人
DBA,15k-30k,3-5年,本科,500-2000人
数据挖掘,10k-20k,1-3年,本科,150-500人
测试开发工程师,15k-30k,3-5年,本科,2000人以上
系统开发工程师（后端）,10k-16k,1-3年,本科,15-50人
量化开发工程师,12k-20k,1-3年,硕士,2000人以上
视觉算法研发工程师,15k-30k,1-3年,本科,50-150人
PHP开发工程师,9k-13k,1-3年,本科,500-2000人
Linux应用研发工程师-高级研发经理,18k-25k,5-10年,本科,150-500人
PHP开发工程师,6k-10k,1-3年,本科,15-50人
Java开发工程师-武汉,10k-18k,3-5年,本科,500-2000人
算法工程师,12k-24k,3-5年,硕士,15-50人
高级java开发工程师,15k-25k,5-10年,不限,150-500人
大数据开发,15k-25k,3-5年,本科,150-500人
测试,7k-14k,不限,本科,2000人以上
PHP中级开发工程师,10k-20k,3-5年,本科,50-150人
后端研发工程师,15k-30k,1-3年,本科,2000人以上
数据挖掘工程师,20K-30K,5-10年,本科,2000人以上
算法工程师,18k-35k,1-3年,本科,2000人以上
c#开发工程师,8k-12k,1-3年,本科,50-150人
后端开发Leader,25k-40k,不限,本科,2000人以上
C++工程师,8k-14k,1-3年,本科,50-150人
java高级开发工程师,14k-28k,3-5年,本科,50-150人
算法工程师,10k-20k,1-3年,本科,15-50人
后端开发工程师,6k-8k,3-5年,不限,少于15人
前端开发工程师,10k-20k,3-5年,本科,150-500人
算法工程师-图像处理方向,8k-12k,1-3年,本科,15-50人
中级Web前端工程师,15k-25k,3-5年,本科,2000人以上
DSP开发工程师（软件）,8k-15k,不限,不限,50-150人
软件测试工程师（武汉）,5k-10k,应届毕业生,本科,500-2000人
后端开发工程师,15k-30k,3-5年,本科,500-2000人
运维开发工程师-武汉,10k-20k,5-10年,本科,500-2000人
前端开发工程师,8k-15k,1-3年,本科,50-150人
Hadoop工程师,18k-36k,1-3年,本科,2000人以上
前端开发工程师,15k-25k,1-3年,本科,2000人以上
高级Java软件工程师,10k-20k,1-3年,本科,15-50人
运维工程师,10k-12k,5-10年,大专,150-500人
C++程序开发,10k-20k,1-3年,本科,2000人以上
大数据架构师,15k-25k,3-5年,本科,150-500人
存储开发工程师,15k-30k,3-5年,本科,50-150人
前端开发H5,5k-10k,不限,本科,150-500人
自动化测试工程师,8k-15k,3-5年,大专,15-50人
技术负责人,10k-15k,1-3年,本科,50-150人
大数据开发工程师(000646),15k-25k,3-5年,本科,2000人以上
高级开发运维工程师,8k-15k,3-5年,本科,2000人以上
软件工程师（云平台）,15k-30k,不限,本科,2000人以上
运维工程师,10k-20k,3-5年,大专,150-500人
Maya Pipeline TD,8k-12k,3-5年,本科,50-150人
测试开发工程师-信息部,15k-25k,3-5年,本科,2000人以上
dba,12k-18k,3-5年,本科,150-500人
测试工程师,8k-15k,3-5年,本科,50-150人
数据挖掘算法工程师,15k-20k,1-3年,本科,500-2000人
地理信息系统算法工程师,15k-20k,1-3年,硕士,15-50人
C++开发工程师,6k-10k,1-3年,本科,15-50人
汉口片区自动化测试工程师,8k-15k,5-10年,大专,15-50人
后端研发工程师,15k-30k,1-3年,本科,2000人以上
数学建模（大数据部）,18k-25k,3-5年,本科,500-2000人
前端工程师,10k-18k,3-5年,本科,2000人以上
NLP工程师,10k-20k,3-5年,本科,2000人以上
算法工程师研究员,10k-20k,1-3年,本科,15-50人
前端开发工程师,8k-12k,1-3年,本科,150-500人
图像识别工程师,10k-20k,不限,硕士,150-500人
测试工程师,5k-7k,1-3年,本科,50-150人
c++开发工程师,20k-35k,3-5年,本科,2000人以上
大数据开发工程师,12k-17k,1-3年,本科,500-2000人
测试主管,12k-18k,5-10年,本科,15-50人
前端开发工程师,15k-25k,1-3年,本科,2000人以上
软件产品测试工程师,6k-12k,1-3年,本科,15-50人
运维开发工程师,15k-30k,3-5年,本科,2000人以上
中高级绑定师,8k-15k,3-5年,不限,50-150人
PHP中级开发工程师,8k-13k,1-3年,大专,50-150人
初级C/C++,6k-12k,1年以下,本科,50-150人
无人驾驶定位算法工程师,10k-20k,1-3年,硕士,15-50人
java开发工程师,8k-16k,1-3年,本科,2000人以上
数据工程师,10k-15k,3-5年,本科,150-500人
软件实施工程师,9k-18k,3-5年,本科,150-500人
中级java开发,8k-13k,3-5年,本科,15-50人
前端开发工程师,10k-20k,3-5年,本科,150-500人
C++工程师,13k-25k,1-3年,本科,2000人以上
后端开发Leader,25k-40k,不限,本科,2000人以上
自动化测试工程师,8k-15k,3-5年,大专,15-50人
JIRA配置管理工程师,4k-7k,1-3年,大专,50-150人
服务器测试工程师,10k-20k,3-5年,本科,150-500人
php,10k-15k,3-5年,大专,15-50人
中级web前端开发工程师,10k-20k,3-5年,本科,500-2000人
数据工程师(J10262),8k-16k,1-3年,本科,500-2000人
测试工程师 (MJ000239),8k-15k,3-5年,本科,500-2000人
java开发工程师,12k-20k,3-5年,本科,2000人以上
激光点云算法工程师,7k-14k,1-3年,本科,50-150人
安全工程师,8k-10k,3-5年,大专,15-50人
软件开发,6k-12k,不限,本科,少于15人
golang后端工程师,8k-15k,3-5年,本科,50-150人
大数据工程师,10k-20k,3-5年,本科,15-50人
大数据算法工程师,18k-35k,1-3年,硕士,2000人以上
NLP架构师(J10272),18k-36k,3-5年,本科,500-2000人
高级Java开发工程师,12k-20k,5-10年,本科,2000人以上
测试工程师,8k-10k,3-5年,大专,150-500人
逆向工程师,10k-20k,1-3年,本科,50-150人
图形渲染,10k-16k,5-10年,本科,150-500人
大数据工程师,8k-15k,1-3年,本科,500-2000人
系统软件工程师,10k-16k,1-3年,本科,15-50人
C++游戏服务器开发工程师,6k-12k,1-3年,本科,15-50人
Java开发工程师,10k-20k,3-5年,本科,150-500人
AI大数据工程师,8k-16k,3-5年,本科,15-50人
高级项目经理,10k-15k,5-10年,本科,15-50人
C++客户端,15k-30k,3-5年,本科,2000人以上
技术经理,20k-30k,5-10年,本科,50-150人
Linux系统开发工程师,4k-8k,3-5年,本科,50-150人
高级Java研发工程师-订单中心(武汉),12k-24k,不限,本科,2000人以上
运维工程师(J10315),9k-18k,1-3年,本科,500-2000人
IT运维工程师,6k-12k,5-10年,本科,150-500人
数据分析师bi/可视化,5k-8k,1-3年,本科,2000人以上
图像识别工程师,6k-12k,不限,不限,15-50人
PHP工程师,10k-20k,3-5年,本科,150-500人
开发运维工程师,8k-10k,不限,本科,15-50人
项目经理java,13k-23k,5-10年,本科,150-500人
MYSQL DBA,8k-10k,3-5年,本科,500-2000人
linux售后工程师,4k-8k,不限,不限,50-150人
运筹策略算法工程师-武汉,15k-30k,3-5年,硕士,500-2000人
遥感工程师,8k-15k,1-3年,本科,15-50人
Android开发工程师,10k-20k,3-5年,本科,2000人以上
运维工程师,8k-15k,3-5年,本科,15-50人
高级PHP开发工程师,10k-20k,3-5年,本科,150-500人
推荐系统工程师,18k-35k,3-5年,本科,2000人以上
CV-图像识别工程师,15k-20k,1-3年,硕士,15-50人
数据分析师/可视化,5k-8k,1-3年,本科,2000人以上
数据库工程师,12k-20k,5-10年,本科,150-500人
数据平台运维工程师,15k-25k,3-5年,本科,500-2000人
大数据工程师,15k-30k,3-5年,本科,50-150人
交通算法工程师,15k-20k,1-3年,硕士,15-50人
大数据架构师,9k-18k,5-10年,本科,2000人以上
高级JAVA开发工程师,8k-12k,3-5年,大专,150-500人
C++高级工程师,10k-20k,不限,不限,15-50人
运维开发工程师,8k-16k,3-5年,本科,15-50人
运维工程师,7k-14k,1-3年,大专,50-150人
微信小程序开发,6k-9k,1-3年,大专,150-500人
资深算法研究员,15k-25k,3-5年,硕士,500-2000人
数据库运维工程师-武汉,10k-20k,3-5年,本科,500-2000人
推荐架构工程师,15k-30k,3-5年,本科,2000人以上
2019-深度学习/机器学习工程师,7k-14k,应届毕业生,本科,50-150人
机器人算法工程师,12k-20k,1-3年,硕士,2000人以上
硬件测试工程师,15k-20k,3-5年,本科,2000人以上
大数据开发工程师,8k-15k,1-3年,本科,50-150人
AI测试开发岗位,6k-12k,3-5年,本科,2000人以上
算法工程师,6k-12k,不限,不限,15-50人
JAVA开发工程师（武汉）,15k-30k,3-5年,本科,2000人以上
高级前端开发工程师,10k-20k,3-5年,不限,15-50人
项目经理,8k-16k,3-5年,本科,15-50人
android游戏sdk开发工程师,6k-12k,应届毕业生,不限,15-50人
工具开发,10k-15k,3-5年,本科,2000人以上
高级软件工程师（生命健康大数据分析方向）,10k-15k,1-3年,本科,15-50人
NLP,15k-30k,3-5年,本科,2000人以上
资深后端工程师,25K-50K,3-5年,本科,15-50人
大数据开发工程师,13k-26k,1-3年,本科,2000人以上
实施工程师（武汉） (MJ000011),6k-12k,不限,大专,150-500人
软件测试/自动化测试,8k-16k,不限,本科,2000人以上
高级嵌入式硬件工程师,12k-20k,5-10年,本科,15-50人
中间件平台工程师,9k-18k,3-5年,本科,50-150人
项目经理-武汉,12k-20k,3-5年,本科,150-500人
游戏U3D客户端（高级）,20k-30k,3-5年,大专,15-50人
DSQ-大数据挖掘与分析高级工程师（武汉）,20k-35k,5-10年,本科,500-2000人
WH-Java开发工程师/架构师,15K-30K,1-3年,本科,500-2000人
高级java工程师,10k-20k,3-5年,本科,15-50人
后台开发工程师,15k-25k,3-5年,本科,少于15人
高级C++后台工程师,15k-20k,5-10年,本科,15-50人
AI算法工程师,8k-15k,1-3年,本科,50-150人
自动化测试工程师,8K-16K,5-10年,本科,50-150人
C++开发,10k-18k,应届毕业生,本科,150-500人
算法工程师,15k-30k,不限,本科,2000人以上
嵌入式硬件工程师,8k-16k,3-5年,本科,15-50人
供需管理,8k-13k,3-5年,本科,500-2000人
数据分析师,5k-10k,1-3年,本科,150-500人
运维工程师,15k-30k,5-10年,本科,15-50人
研究员（自然语言）,10k-20k,3-5年,本科,2000人以上
运维工程师,8k-13k,1-3年,大专,150-500人
软件项目经理,6k-8k,1-3年,本科,15-50人
测试工程师,10k-18k,5-10年,本科,150-500人
运维工程师,8k-10k,3-5年,本科,15-50人
产品实施工程师,7k-12k,1-3年,本科,15-50人
自动化测试工程师,6k-10k,1-3年,本科,2000人以上
机器学习,15k-30k,1-3年,本科,500-2000人
知识图谱工程师,10k-20k,不限,硕士,15-50人
Web前端开发工程师,6k-10k,1-3年,本科,2000人以上
测试工程师,13k-26k,3-5年,本科,2000人以上
自然语言处理（NLP）工程师,10k-20k,不限,本科,15-50人
高级生信分析师,8k-15k,不限,本科,50-150人
渗透工程师,5k-10k,不限,不限,少于15人
java开发工程师（微服务）,8k-12k,1-3年,本科,50-150人
前端开发,12k-20k,3-5年,本科,2000人以上
c++,20k-40k,3-5年,大专,少于15人
计算机视觉算法工程师,15k-25k,不限,硕士,15-50人
高级前端开发工程师,10k-20k,5-10年,本科,500-2000人
高级测试工程师,6k-8k,1-3年,大专,150-500人
PHP开发工程师,6k-12k,1-3年,大专,15-50人
php开发工程师,6k-8k,1-3年,大专,15-50人
区块链IT程序员,10k-20k,3-5年,不限,150-500人
PHP工程师,5k-10k,1-3年,本科,15-50人
大数据工程师,8k-10k,不限,本科,15-50人
软件测试工程师,6k-12k,应届毕业生,本科,50-150人
研发项目经理,15k-25k,5-10年,本科,500-2000人
BI报表开发,10k-20k,1-3年,本科,2000人以上
系统测试工程师（武汉）,10k-18k,不限,本科,2000人以上
系统架构师(000587),20k-30k,5-10年,本科,2000人以上
大数据工程师,12k-24k,3-5年,本科,50-150人
数据挖掘算法工程师,10k-20k,1-3年,硕士,150-500人
测试工程师,15k-30k,不限,本科,2000人以上
算法实习生,2k-4k,应届毕业生,硕士,15-50人
机房运维-武汉,10k-20k,5-10年,本科,500-2000人
测试工程师,6k-10k,应届毕业生,本科,2000人以上
机器学习算法工程师,10k-20k,1-3年,本科,150-500人
高级图像算法工程师,40k-80k,1-3年,博士,50-150人
C++服务器工程师,5k-10k,1-3年,大专,50-150人
高级运维工程师：,15k-30k,3-5年,大专,15-50人
数据挖掘,10k-20k,1-3年,本科,150-500人
高级Web前端工程师,20k-30k,5-10年,本科,2000人以上
深度学习工程师,8k-16k,3-5年,本科,15-50人
NLP-自然语言处理工程师,15k-20k,1-3年,硕士,15-50人
Java软件工程师,10k-15k,1-3年,本科,500-2000人
系统实施工程师,8k-15k,1-3年,本科,50-150人
高级前端开发工程师,15k-30k,3-5年,本科,150-500人
自然语言处理工程师,20k-40k,3-5年,本科,2000人以上
web后端工程师,8k-15k,1-3年,本科,50-150人
自动化软件测试,7k-12k,3-5年,大专,15-50人
软件测试工程师,4k-8k,1-3年,本科,50-150人
数据分析师,6k-10k,1-3年,本科,50-150人
测试工程师,8k-15k,3-5年,大专,150-500人
linux运维工程师,4k-6k,1-3年,大专,150-500人
系统运维工程师,6k-10k,1-3年,大专,50-150人
测试工程师,6k-8k,1-3年,本科,500-2000人
网页前端工程师,5k-8k,1-3年,本科,15-50人
后端研发工程师（java开发）,20k-35k,3-5年,本科,少于15人
Java工程师,4k-8k,1-3年,本科,少于15人
机器学习算法工程师,25k-50k,1-3年,本科,2000人以上
供应链服务提升,10k-15k,3-5年,本科,500-2000人
项目经理,9k-12k,5-10年,本科,15-50人
测试工程师【武汉】,5k-8k,1-3年,本科,150-500人
高级软件测试工程师,8k-12k,3-5年,大专,50-150人
深度学习/机器学习工程师,10k-20k,1-3年,本科,15-50人
金融量化分析师（武汉）,5k-10k,1-3年,本科,50-150人
高级PHP开发工程师,9k-16k,3-5年,本科,50-150人
PHP实习生,3k-6k,不限,大专,15-50人
运维工程师,8k-15k,3-5年,本科,15-50人
运维工程师,8k-15k,3-5年,大专,150-500人
系统测试工程师,15k-22k,5-10年,本科,2000人以上
运维工程师,10k-15k,3-5年,本科,50-150人
高级运维工程师,10k-20k,5-10年,本科,50-150人
高级测试工程师,8k-16k,3-5年,本科,50-150人
测试工程师,8k-16k,应届毕业生,本科,50-150人
java工程师——算法方向（nlp）,13k-26k,3-5年,本科,2000人以上
网站工程师,5k-10k,1-3年,大专,少于15人
测试工程师,4k-6k,1-3年,本科,50-150人
PHP高级开发工程师,10k-20k,5-10年,大专,15-50人
自动化测试,8k-15k,1-3年,本科,2000人以上
c++服务器软件工程师,4k-6k,应届毕业生,本科,50-150人
游戏测试工程师,4k-8k,不限,大专,50-150人
数据分析专员,6k-10k,1-3年,大专,500-2000人
游戏后台开发工程师(php/nodejs),6k-10k,1年以下,本科,15-50人
云存储测试工程师,15k-30k,3-5年,本科,50-150人
